d;223;2331
d;109;517
e;1612519093.914210;2256
s;1612519093.930199;2256
d;278;6038
d;202;14446
d;193;4090
d;190;3022
d;188;3534
d;187;7740
d;202;4818
d;213;6427
d;208;6156
d;203;3487
d;200;2486
d;203;3104
d;211;1834
d;237;541
d;1243;259
e;1612519094.094035;2256
s;1612519096.222228;2256
d;1358;359
d;1326;380
d;1311;396
d;1310;403
d;1310;398
d;1312;399
d;1315;407
d;1317;400
d;1322;403
d;1326;402
d;1329;404
d;1331;407
d;1337;414
d;1339;421
d;1341;428
d;1340;404
d;1332;338
d;1328;363
d;1319;266
d;1315;417
d;1323;651
d;1324;579
d;1324;594
d;1325;704
d;1326;666
d;1329;695
d;1330;606
d;1331;559
d;1335;642
d;1339;688
d;1340;619
d;1341;574
d;1341;468
d;1339;390
d;1336;321
d;1331;287
d;1327;267
d;1320;232
d;1316;208
d;1312;121
d;1323;94
e;1612519096.641773;2256
s;1612519101.542626;2256
d;962;74
d;961;78
d;962;77
d;962;102
d;961;159
d;964;268
d;969;364
d;976;438
d;983;426
d;990;398
d;995;342
d;1004;368
d;1012;299
d;1018;250
d;1021;193
d;1021;132
d;1022;110
d;1024;100
d;1026;101
d;1027;97
d;1030;97
d;1032;93
d;1035;82
d;1038;82
d;1041;95
d;1054;175
d;1083;217
d;1090;167
d;1177;190
e;1612519101.836879;2256
s;1612519103.527752;2256
d;967;75
d;967;90
d;968;96
d;968;96
d;968;100
d;968;98
d;968;97
d;967;101
d;966;183
d;966;170
d;967;269
d;971;274
d;976;273
d;984;260
d;989;229
d;995;218
d;1005;262
d;1032;931
d;1045;2088
d;1054;3013
d;1063;4057
d;1073;4944
d;1082;5971
d;1091;6423
d;1101;5336
d;1110;4528
d;1119;3758
d;1129;2619
d;1138;1536
d;1145;761
d;1145;275
d;1144;165
d;1143;165
d;1343;211
e;1612519103.870227;2256
s;1612519110.648603;2256
d;419;128
d;390;368
d;363;508
d;351;364
d;344;261
d;340;213
d;338;141
d;336;61
e;1612519110.735913;2256
s;1612519110.785299;2256
d;295;142
d;296;154
d;295;133
d;295;104
d;294;94
d;294;89
d;294;83
d;294;82
d;293;73
d;293;92
d;293;88
d;293;103
d;292;86
d;292;74
d;291;67
d;290;65
d;290;66
d;289;67
d;289;73
d;289;85
d;289;93
d;288;64
e;1612519111.001014;2256
s;1612519111.067147;2256
d;318;6040
d;317;2727
d;772;526
d;1384;281
e;1612519111.106190;2256
s;1612519116.463794;2256
d;1352;304
d;979;385
d;783;465
d;698;516
d;659;575
d;639;639
d;625;713
d;611;800
d;599;903
d;589;988
d;579;1119
d;569;1281
d;561;1420
d;553;1474
d;545;1445
d;538;1431
d;532;1626
d;524;1669
d;517;1805
d;511;1846
d;506;1733
d;501;1700
d;497;1828
d;492;2204
d;486;2651
d;482;3027
d;478;3106
d;476;3049
d;474;2964
d;473;2873
d;472;2787
d;471;2734
d;471;2738
d;471;2799
d;471;2883
d;471;2951
d;470;2977
d;470;2986
d;470;2986
d;470;2990
d;469;2982
d;469;2982
d;469;2972
d;469;2965
d;469;2956
d;469;2946
d;469;2986
d;468;3041
d;468;3011
d;469;2958
d;469;2919
d;470;2925
d;470;2912
d;470;2890
d;471;2868
d;471;2854
d;471;2840
d;472;2825
d;472;2840
d;472;2865
d;472;2879
d;472;2864
d;473;2925
d;473;2923
d;472;2829
d;472;2690
d;473;2527
d;475;2393
d;476;2305
d;479;2281
d;480;2218
d;481;1958
d;481;1398
d;482;844
d;539;609
d;1274;378
e;1612519117.241449;2256
s;1612519141.360890;2256
d;926;80
d;925;95
d;923;152
d;898;1954
d;899;6908
d;910;8779
d;922;10537
d;936;5080
d;956;2581
d;982;3057
d;999;6014
d;1016;7686
d;1034;6841
d;1052;4462
d;1073;2288
d;1106;1834
d;1120;1699
d;1095;969
d;1203;476
e;1612519141.548985;2256
s;1612519150.314041;2256
d;1168;344
d;834;384
d;686;367
d;613;349
d;564;394
d;534;427
d;511;493
d;491;502
d;475;484
d;458;442
d;434;561
d;413;746
d;398;992
d;389;1124
d;381;1055
d;375;975
d;367;1018
d;364;3000
d;357;6097
d;352;8984
d;349;8448
d;350;5917
d;351;4342
d;352;3807
d;352;3834
d;352;5425
d;350;8035
d;349;8743
d;349;8815
d;349;8845
d;349;8839
d;348;8891
d;348;9056
d;348;9466
d;348;9624
d;348;9542
d;348;9381
d;348;9362
d;348;9381
d;348;9404
d;348;9407
d;348;9399
d;348;9471
d;348;9517
d;348;9501
d;348;9488
d;348;9766
d;348;10051
d;347;9439
d;346;6790
d;349;3894
d;353;3162
d;353;3297
d;350;3209
d;345;1166
d;343;666
d;346;465
d;348;422
d;348;415
d;352;432
d;433;223
d;1179;285
e;1612519150.936116;2256
s;1612519152.135530;2256
d;1108;377
d;814;445
d;703;380
d;644;383
d;608;404
d;582;467
d;560;576
d;543;663
d;524;992
d;509;2236
d;498;2854
d;490;1907
d;491;2245
d;482;2815
d;468;1979
d;457;1156
d;452;1120
d;449;1072
d;446;1054
d;445;1065
d;444;1069
d;444;1057
d;443;1063
d;442;1083
d;442;1087
d;441;1085
d;440;1085
d;441;1083
d;440;1071
d;439;1072
d;439;1090
d;439;1104
d;440;1089
d;440;1066
d;440;1060
d;440;1063
d;441;1067
d;442;1081
d;441;1091
d;440;1068
d;441;979
d;441;809
d;446;487
d;1062;385
e;1612519152.584042;2256
s;1612519156.401624;2256
d;1319;182
d;1155;189
d;1004;199
d;911;184
d;813;198
d;668;300
d;526;643
d;478;775
d;459;2885
d;444;6638
d;445;4135
d;439;2001
d;427;1227
d;421;3039
d;417;5114
d;413;6133
d;409;5148
d;409;3679
d;410;3042
d;410;3431
d;409;4144
d;409;4472
d;409;4525
d;409;4532
d;408;4563
d;408;4641
d;408;4719
d;407;4788
d;407;4820
d;406;4898
d;406;5023
d;406;5297
d;406;5360
d;405;5285
d;405;5279
d;405;5278
d;405;5197
d;405;5141
d;405;5142
d;405;5169
d;405;5209
d;405;5313
d;406;5400
d;406;5455
d;406;5563
d;405;5472
d;404;4735
d;404;3814
d;406;3571
d;407;3998
d;408;4420
d;409;4211
d;411;3998
d;412;3464
d;416;1906
d;657;723
e;1612519156.957147;2256
s;1612519159.420305;2256
d;1304;171
d;1145;187
d;1070;165
d;1004;165
d;893;190
d;695;318
d;500;855
d;461;1448
d;447;1415
d;438;1294
d;430;1691
d;421;1429
d;413;633
d;411;263
d;410;194
d;409;178
d;409;159
d;409;126
d;409;119
d;408;106
d;408;162
d;402;477
d;398;386
d;397;245
d;397;186
d;398;160
d;397;157
d;398;155
d;398;154
d;398;154
d;398;165
d;398;173
d;397;176
d;396;260
d;396;256
d;394;192
d;394;181
d;394;161
d;394;149
d;394;158
d;394;158
d;394;157
d;393;175
d;394;338
d;392;241
d;393;186
d;393;189
d;394;182
d;395;179
d;395;180
d;396;154
d;396;134
d;396;130
d;397;147
d;398;175
d;402;218
d;406;249
d;986;291
e;1612519160.007781;2256
s;1612519161.074709;2256
d;460;272
d;443;358
d;441;181
e;1612519161.114455;2256
s;1612519161.460626;2256
d;480;817
d;414;1273
d;410;1528
d;577;754
d;1378;360
e;1612519161.516841;2256
s;1612519163.439287;2256
d;1167;204
d;818;327
d;575;488
d;469;650
d;433;857
d;421;1015
d;411;881
d;405;664
d;400;600
d;397;579
d;394;561
d;391;547
d;390;531
d;390;515
d;390;511
d;388;522
d;386;554
d;384;541
d;384;519
d;383;521
d;383;526
d;382;519
d;383;515
d;382;516
d;383;472
d;382;536
d;382;563
d;381;559
d;381;500
d;384;475
d;384;471
d;383;461
d;384;451
d;386;438
d;386;470
d;387;587
d;388;639
d;387;464
d;388;402
d;392;367
d;393;332
d;656;283
d;1341;299
e;1612519163.868541;2256
s;1612519165.149694;2256
d;658;102
d;662;115
d;1289;276
e;1612519165.184423;2256
s;1612519173.630452;2256
d;627;97
d;624;91
d;620;75
d;616;88
d;611;87
d;605;141
d;544;270
d;491;338
d;470;270
d;463;208
d;452;241
d;445;218
d;439;182
d;433;185
d;424;204
d;417;204
d;412;191
d;410;172
d;408;158
d;407;170
d;404;206
d;397;256
d;393;221
d;392;210
d;390;203
d;389;188
d;389;192
d;389;181
d;388;174
d;388;179
d;386;190
d;388;268
d;388;217
d;388;176
d;389;177
d;389;182
d;388;190
d;388;191
d;388;193
d;388;199
d;388;196
d;389;188
d;389;170
d;389;156
d;390;144
d;396;409
d;396;726
d;457;823
d;637;614
d;1393;323
e;1612519174.130800;2256
s;1612519174.395384;2256
d;930;153
d;933;260
d;938;640
d;951;1672
d;962;2061
d;973;1989
d;987;1077
d;996;397
d;997;142
d;999;135
d;1002;155
d;1011;169
d;1014;146
d;1032;187
d;1089;396
d;1142;792
d;1159;1005
d;1136;862
d;1220;368
e;1612519174.584840;2256
s;1612519182.942658;2256
d;1391;538
d;1009;604
d;904;794
d;885;963
d;883;1099
d;883;1191
d;884;1162
d;883;1124
d;882;1093
d;881;1089
d;881;1090
d;881;1127
d;880;1163
d;881;1208
d;881;1235
d;881;1239
d;882;1250
d;882;1250
d;883;1234
d;884;1239
d;883;1235
d;883;1262
d;884;1266
d;883;1236
d;883;1272
d;884;1396
d;885;1520
d;888;1638
d;892;1739
d;898;1796
d;905;2082
d;915;2293
d;924;2136
d;936;1727
d;946;1437
d;958;1366
d;970;1289
d;983;1243
d;998;1155
d;1011;1054
d;1025;1050
d;1042;1172
d;1063;2151
d;1079;2458
d;1090;4033
d;1098;3897
d;1095;3209
d;1143;1284
e;1612519183.427490;2256
s;1612519188.716268;2256
d;1164;4977
d;258;4903
d;205;5025
d;196;2080
d;192;783
d;0;515
d;99;664
d;209;1270
d;211;1347
d;205;1432
d;191;1649
d;177;2000
d;169;2008
d;169;2279
d;205;6461
d;215;8188
d;210;10272
d;202;12878
d;194;10839
d;189;3483
d;182;3102
d;175;7686
d;118;1126
d;805;252
e;1612519188.957014;2256
s;1612519195.183316;2256
d;1222;196
d;1014;215
d;878;206
d;790;195
d;762;159
d;746;153
d;734;146
d;721;140
d;709;138
d;698;147
d;677;161
d;641;180
d;605;193
d;568;213
d;538;227
d;514;245
d;498;250
d;489;227
d;483;224
d;476;227
d;473;223
d;470;223
d;468;217
d;468;220
d;467;215
d;467;213
d;466;219
d;465;217
d;467;239
d;467;236
d;466;222
d;467;214
d;467;200
d;466;204
d;468;203
d;468;212
d;467;215
d;468;220
d;466;239
d;466;243
d;466;246
d;465;227
d;465;219
d;466;203
d;467;186
d;469;178
d;470;173
d;477;536
d;473;2809
d;468;4584
d;465;3013
d;477;1489
d;510;986
d;552;661
d;1002;454
e;1612519195.736078;2256
s;1612519201.552351;2256
d;565;257
d;546;68
d;552;199
d;993;337
d;1221;353
d;1302;272
